min_ws,max_ws,rss
4567040,4603904,28950528
4571136,4608000,14331904
4575232,4612096,13635584
4579328,4616192,17432576
4583424,4620288,35479552
4587520,4624384,9678848
4591616,4628480,9236480
4595712,4632576,10452992
4599808,4636672,14032896
4603904,4640768,10297344
4608000,4644864,13385728
4612096,4648960,17182720
4616192,4653056,12251136
4620288,4657152,13623296
4624384,4661248,13115392
4628480,4665344,23949312
4632576,4669440,16039936
4636672,4673536,8994816
4640768,4677632,22687744
4644864,4681728,17457152
4648960,4685824,11911168
4653056,4689920,12087296
4657152,4694016,10207232
4661248,4698112,13033472
4665344,4702208,12627968
4669440,4706304,9179136
4673536,4710400,10686464
4677632,4714496,9326592
4681728,4718592,18067456
4685824,4722688,7446528
4689920,4726784,15589376
4694016,4730880,17321984
4698112,4734976,16433152
4702208,4739072,30797824
4706304,4743168,13094912
4710400,4747264,33939456
4714496,4751360,10842112
4718592,4755456,11841536
4722688,4759552,13082624
4726784,4763648,13901824
4730880,4767744,13443072
4734976,4771840,12709888
4739072,4775936,13254656
4743168,4780032,24911872
4747264,4784128,9654272
4751360,4788224,10604544
4755456,4792320,10981376
4759552,4796416,17108992
4763648,4800512,18944000
4767744,4804608,21397504
4771840,4808704,19542016
4775936,4812800,18022400
4780032,4816896,10428416
4784128,4820992,13262848
4788224,4825088,23494656
4792320,4829184,15560704
4796416,4833280,23494656
4800512,4837376,16592896
4804608,4841472,11235328
4808704,4845568,22024192
4812800,4849664,19038208
4816896,4853760,10108928
4820992,4857856,19480576
4825088,4861952,24940544
4829184,4866048,16928768
4833280,4870144,11333632
4837376,4874240,11395072
4841472,4878336,8192000
4845568,4882432,18866176
4849664,4886528,14524416
4853760,4890624,13815808
4857856,4894720,17354752
4861952,4898816,21487616
4866048,4902912,24588288
4870144,4907008,17108992
4874240,4911104,10510336
4878336,4915200,9187328
4882432,4919296,13176832
4886528,4923392,11321344
4890624,4927488,10702848
4894720,4931584,14172160
4898816,4935680,19095552
4902912,4939776,16609280
4907008,4943872,13406208
4911104,4947968,12595200
4915200,4952064,12873728
4919296,4956160,22286336
4923392,4960256,11595776
4927488,4964352,9801728
4931584,4968448,12107776
4935680,4972544,12595200
4939776,4976640,12554240
4943872,4980736,16883712
4947968,4984832,19226624
4952064,4988928,21524480
4956160,4993024,12603392
4960256,4997120,15392768
4964352,5001216,11571200
4968448,5005312,12951552
4972544,5009408,11104256
4976640,5013504,29495296
4980736,5017600,13180928
4984832,5021696,20160512
4988928,5025792,21880832
4993024,5029888,11296768
4997120,5033984,17231872
5001216,5038080,15278080
5005312,5042176,16945152
5009408,5046272,10616832
5013504,5050368,15966208
5017600,5054464,11227136
5021696,5058560,18710528
5025792,5062656,16490496
5029888,5066752,11919360
5033984,5070848,23154688
5038080,5074944,22396928
5042176,5079040,12627968
5046272,5083136,10633216
5050368,5087232,21237760
5054464,5091328,10452992
5058560,5095424,14888960
5062656,5099520,12521472
5066752,5103616,24997888
5070848,5107712,11812864
5074944,5111808,9273344
5079040,5115904,11907072
5083136,5120000,15396864
5087232,5124096,21598208
5091328,5128192,11829248
5095424,5132288,17543168
5099520,5136384,17641472
5103616,5140480,10547200
5107712,5144576,11587584
5111808,5148672,10137600
5115904,5152768,15941632
5120000,5156864,16289792
5124096,5160960,11190272
5128192,5165056,14368768
5132288,5169152,32370688
5136384,5173248,25112576
5140480,5177344,11853824
5144576,5181440,10362880
5148672,5185536,12886016
5152768,5189632,19767296
5156864,5193728,14774272
5160960,5197824,11915264
5165056,5201920,9191424
5169152,5206016,9412608
5173248,5210112,17960960
5177344,5214208,14069760
5181440,5218304,14053376
5185536,5222400,18362368
5189632,5226496,11935744
5193728,5230592,10043392
5197824,5234688,21315584
5201920,5238784,25698304
5206016,5242880,12697600
5210112,5246976,13492224
5214208,5251072,33533952
5218304,5255168,13856768
5222400,5259264,12992512
5226496,5263360,9191424
5230592,5267456,9388032
5234688,5271552,12042240
5238784,5275648,11169792
5242880,5279744,32833536
5246976,5283840,15196160
5251072,5287936,13168640
5255168,5292032,11001856
5259264,5296128,15601664
5263360,5300224,14274560
5267456,5304320,11632640
5271552,5308416,26034176
5275648,5312512,16941056
5279744,5316608,17059840
5283840,5320704,20426752
5287936,5324800,15335424
5292032,5328896,25358336
5296128,5332992,19251200
5300224,5337088,10047488
5304320,5341184,20201472
5308416,5345280,19521536
5312512,5349376,14934016
5316608,5353472,12587008
5320704,5357568,12652544
5324800,5361664,9441280
5328896,5365760,11952128
5332992,5369856,13864960
5337088,5373952,23162880
5341184,5378048,15085568
5345280,5382144,15646720
5349376,5386240,23711744
5353472,5390336,13701120
5357568,5394432,28864512
5361664,5398528,12541952
5365760,5402624,14331904
5369856,5406720,16453632
5373952,5410816,16642048
5378048,5414912,9453568
5382144,5419008,12771328
5386240,5423104,12996608
5390336,5427200,19177472
5394432,5431296,24625152
5398528,5435392,14848000
5402624,5439488,14798848
5406720,5443584,12185600
5410816,5447680,14483456
5414912,5451776,14671872
5419008,5455872,17088512
5423104,5459968,14159872
5427200,5464064,11030528
5431296,5468160,18657280
5435392,5472256,12591104
5439488,5476352,15179776
5443584,5480448,13266944
5447680,5484544,26771456
5451776,5488640,17666048
5455872,5492736,20905984
5459968,5496832,17620992
5464064,5500928,11104256
5468160,5505024,11710464
5472256,5509120,23482368
5476352,5513216,17018880
5480448,5517312,9142272
5484544,5521408,14483456
5488640,5525504,10579968
5492736,5529600,11018240
5496832,5533696,9187328
5500928,5537792,14622720
5505024,5541888,30146560
5509120,5545984,16748544
5513216,5550080,12226560
5517312,5554176,10833920
5521408,5558272,30986240
5525504,5562368,17969152
5529600,5566464,11112448
5533696,5570560,15990784
5537792,5574656,18632704
5541888,5578752,18264064
5545984,5582848,13733888
5550080,5586944,29483008
5554176,5591040,13934592
5558272,5595136,12972032
5562368,5599232,15695872
5566464,5603328,25088000
5570560,5607424,11010048
5574656,5611520,14503936
5578752,5615616,12611584
5582848,5619712,15089664
5586944,5623808,17469440
5591040,5627904,12468224
5595136,5632000,14950400
5599232,5636096,13328384
5603328,5640192,15167488
5607424,5644288,12558336
5611520,5648384,12402688
5615616,5652480,13672448
5619712,5656576,16236544
5623808,5660672,14999552
5627904,5664768,20410368
5632000,5668864,9523200
5636096,5672960,16654336
5640192,5677056,15007744
5644288,5681152,32583680
5648384,5685248,25292800
5652480,5689344,16142336
5656576,5693440,22745088
5660672,5697536,33722368
5664768,5701632,13643776
5668864,5705728,14823424
5672960,5709824,11739136
5677056,5713920,11857920
5681152,5718016,15454208
5685248,5722112,9478144
5689344,5726208,13901824
5693440,5730304,22204416
5697536,5734400,14012416
5701632,5738496,20340736
5705728,5742592,15953920
5709824,5746688,15413248
5713920,5750784,17186816
5718016,5754880,13221888
5722112,5758976,11247616
5726208,5763072,15609856
5730304,5767168,13737984
5734400,5771264,17408000
5738496,5775360,22327296
5742592,5779456,12890112
5746688,5783552,13942784
5750784,5787648,15077376
5754880,5791744,13873152
5758976,5795840,10563584
5763072,5799936,19357696
5767168,5804032,10301440
5771264,5808128,14606336
5775360,5812224,23019520
5779456,5816320,10805248
5783552,5820416,13869056
5787648,5824512,14094336
5791744,5828608,16355328
5795840,5832704,18477056
5799936,5836800,17399808
5804032,5840896,30343168
5808128,5844992,16740352
5812224,5849088,17747968
5816320,5853184,10444800
5820416,5857280,18247680
5824512,5861376,14999552
5828608,5865472,16846848
5832704,5869568,11091968
5836800,5873664,19070976
5840896,5877760,21037056
5844992,5881856,12500992
5849088,5885952,8003584
5853184,5890048,15446016
5857280,5894144,19562496
5861376,5898240,13574144
5865472,5902336,13144064
5869568,5906432,16637952
5873664,5910528,19230720
5877760,5914624,16429056
5881856,5918720,17608704
5885952,5922816,10600448
5890048,5926912,17129472
5894144,5931008,15327232
5898240,5935104,10215424
5902336,5939200,11022336
5906432,5943296,17563648
5910528,5947392,33304576
5914624,5951488,14508032
5918720,5955584,14622720
5922816,5959680,19722240
5926912,5963776,15867904
5931008,5967872,19509248
5935104,5971968,14282752
5939200,5976064,9453568
5943296,5980160,13545472
5947392,5984256,15790080
5951488,5988352,13578240
5955584,5992448,23314432
5959680,5996544,10055680
5963776,6000640,10235904
5967872,6004736,13680640
5971968,6008832,26181632
5976064,6012928,13516800
5980160,6017024,10457088
5984256,6021120,10137600
5988352,6025216,11911168
5992448,6029312,16289792
5996544,6033408,15777792
6000640,6037504,9658368
6004736,6041600,12775424
6008832,6045696,18092032
6012928,6049792,21409792
6017024,6053888,11055104
6021120,6057984,25202688
6025216,6062080,27934720
6029312,6066176,23846912
6033408,6070272,19718144
6037504,6074368,12636160
6041600,6078464,22929408
6045696,6082560,18407424
6049792,6086656,23928832
6053888,6090752,15884288
6057984,6094848,9441280
6062080,6098944,16830464
6066176,6103040,14970880
6070272,6107136,12414976
6074368,6111232,11395072
6078464,6115328,12779520
6082560,6119424,14381056
6086656,6123520,11358208
6090752,6127616,12402688
6094848,6131712,10842112
6098944,6135808,19058688
6103040,6139904,9883648
6107136,6144000,18644992
6111232,6148096,25604096
6115328,6152192,17850368
6119424,6156288,22851584
6123520,6160384,13037568
6127616,6164480,15810560
6131712,6168576,20815872
6135808,6172672,26144768
6139904,6176768,19894272
6144000,6180864,12791808
6148096,6184960,16261120
6152192,6189056,12668928
6156288,6193152,13037568
6160384,6197248,15376384
6164480,6201344,15278080
6168576,6205440,19632128
6172672,6209536,15929344
6176768,6213632,14032896
6180864,6217728,22028288
6184960,6221824,12247040
6189056,6225920,23830528
6193152,6230016,11952128
6197248,6234112,27701248
6201344,6238208,21643264
6205440,6242304,17203200
6209536,6246400,23244800
6213632,6250496,21053440
6217728,6254592,21762048
6221824,6258688,18161664
6225920,6262784,16539648
6230016,6266880,13209600
6234112,6270976,15417344
6238208,6275072,12103680
6242304,6279168,13824000
6246400,6283264,15536128
6250496,6287360,18186240
6254592,6291456,12488704
6258688,6295552,17776640
6262784,6299648,13574144
6266880,6303744,12529664
6270976,6307840,10604544
6275072,6311936,18497536
6279168,6316032,11575296
6283264,6320128,14458880
6287360,6324224,20652032
6291456,6328320,22405120
6295552,6332416,19726336
6299648,6336512,21196800
6303744,6340608,18640896
6307840,6344704,21532672
6311936,6348800,24547328
6316032,6352896,10473472
6320128,6356992,24301568
6324224,6361088,14635008
6328320,6365184,14991360
6332416,6369280,21291008
6336512,6373376,16900096
6340608,6377472,16916480
6344704,6381568,18493440
6348800,6385664,16138240
6352896,6389760,20410368
6356992,6393856,14180352
6361088,6397952,18149376
6365184,6402048,16150528
6369280,6406144,17207296
6373376,6410240,15515648
6377472,6414336,11915264
6381568,6418432,20951040
6385664,6422528,16125952
6389760,6426624,21950464
6393856,6430720,14073856
6397952,6434816,17285120
6402048,6438912,19468288
6406144,6443008,18972672
6410240,6447104,22241280
6414336,6451200,10051584
6418432,6455296,17321984
6422528,6459392,17133568
6426624,6463488,22110208
6430720,6467584,21983232
6434816,6471680,10854400
6438912,6475776,14680064
6443008,6479872,11841536
6447104,6483968,14123008
6451200,6488064,27181056
6455296,6492160,20434944
6459392,6496256,13295616
6463488,6500352,28598272
6467584,6504448,9666560
6471680,6508544,23388160
6475776,6512640,19402752
6479872,6516736,20336640
6483968,6520832,25739264
6488064,6524928,12226560
6492160,6529024,14069760
6496256,6533120,10125312
6500352,6537216,9551872
6504448,6541312,20979712
6508544,6545408,14643200
6512640,6549504,15679488
6516736,6553600,20303872
6520832,6557696,12292096
6524928,6561792,14598144
6529024,6565888,10338304
6533120,6569984,22581248
6537216,6574080,18685952
6541312,6578176,9936896
6545408,6582272,13414400
6549504,6586368,20549632
6553600,6590464,17338368
6557696,6594560,22077440
6561792,6598656,12877824
6565888,6602752,12972032
6569984,6606848,12886016
6574080,6610944,15769600
6578176,6615040,23633920
6582272,6619136,12718080
6586368,6623232,23175168
6590464,6627328,19517440
6594560,6631424,25845760
6598656,6635520,17588224
6602752,6639616,15233024
6606848,6643712,30113792
6610944,6647808,19398656
6615040,6651904,15716352
6619136,6656000,16564224
6623232,6660096,12996608
6627328,6664192,23506944
6631424,6668288,30195712
6635520,6672384,19046400
6639616,6676480,9527296
6643712,6680576,25120768
6647808,6684672,12120064
6651904,6688768,16715776
6656000,6692864,11165696
6660096,6696960,22786048
6664192,6701056,12046336
6668288,6705152,10084352
6672384,6709248,19152896
6676480,6713344,12709888
6680576,6717440,12193792
6684672,6721536,23777280
6688768,6725632,18620416
6692864,6729728,18558976
6696960,6733824,13565952
6701056,6737920,29249536
6705152,6742016,14233600
6709248,6746112,21872640
6713344,6750208,11268096
6717440,6754304,10088448
6721536,6758400,14069760
6725632,6762496,16142336
6729728,6766592,11796480
6733824,6770688,15523840
6737920,6774784,17063936
6742016,6778880,19177472
6746112,6782976,12402688
6750208,6787072,11694080
6754304,6791168,16986112
6758400,6795264,37588992
6762496,6799360,11530240
6766592,6803456,16015360
6770688,6807552,18403328
6774784,6811648,16142336
6778880,6815744,22024192
6782976,6819840,14688256
6787072,6823936,14958592
6791168,6828032,11825152
6795264,6832128,18300928
6799360,6836224,19562496
6803456,6840320,14585856
6807552,6844416,16285696
6811648,6848512,16035840
6815744,6852608,19685376
6819840,6856704,16064512
6823936,6860800,12947456
6828032,6864896,16293888
6832128,6868992,23728128
6836224,6873088,19668992
6840320,6877184,25722880
6844416,6881280,21975040
6848512,6885376,12120064
6852608,6889472,13656064
6856704,6893568,14741504
6860800,6897664,12574720
6864896,6901760,23900160
6868992,6905856,25354240
6873088,6909952,17416192
6877184,6914048,11694080
6881280,6918144,20963328
6885376,6922240,19808256
6889472,6926336,21606400
6893568,6930432,8773632
6897664,6934528,17600512
6901760,6938624,17547264
6905856,6942720,18575360
6909952,6946816,23867392
6914048,6950912,10588160
6918144,6955008,16658432
6922240,6959104,14749696
6926336,6963200,11755520
6930432,6967296,15609856
6934528,6971392,18702336
6938624,6975488,10014720
6942720,6979584,21061632
6946816,6983680,13303808
6950912,6987776,18849792
6955008,6991872,12447744
6959104,6995968,15446016
6963200,7000064,15175680
6967296,7004160,15839232
6971392,7008256,19894272
6975488,7012352,23134208
6979584,7016448,14422016
6983680,7020544,13856768
6987776,7024640,15519744
6991872,7028736,14163968
6995968,7032832,15560704
7000064,7036928,16101376
7004160,7041024,11456512
7008256,7045120,11526144
7012352,7049216,23814144
7016448,7053312,13176832
7020544,7057408,15138816
7024640,7061504,13336576
7028736,7065600,18911232
7032832,7069696,11448320
7036928,7073792,19140608
7041024,7077888,14237696
7045120,7081984,14110720
7049216,7086080,15872000
7053312,7090176,16445440
7057408,7094272,13524992
7061504,7098368,28463104
7065600,7102464,10641408
7069696,7106560,22138880
7073792,7110656,9879552
7077888,7114752,21176320
7081984,7118848,14217216
7086080,7122944,10620928
7090176,7127040,9650176
7094272,7131136,12857344
7098368,7135232,15441920
7102464,7139328,12718080
7106560,7143424,22118400
7110656,7147520,24076288
7114752,7151616,12546048
7118848,7155712,25939968
7122944,7159808,17190912
7127040,7163904,27099136
7131136,7168000,12066816
7135232,7172096,18423808
7139328,7176192,14741504
7143424,7180288,12095488
7147520,7184384,23658496
7151616,7188480,14098432
7155712,7192576,22310912
7159808,7196672,21970944
7163904,7200768,9994240
7168000,7204864,26165248
7172096,7208960,16814080
7176192,7213056,13918208
7180288,7217152,15372288
7184384,7221248,17416192
7188480,7225344,20787200
7192576,7229440,11649024
7196672,7233536,22482944
7200768,7237632,21573632
7204864,7241728,13705216
7208960,7245824,12374016
7213056,7249920,11055104
7217152,7254016,10072064
7221248,7258112,21372928
7225344,7262208,20545536
7229440,7266304,33423360
7233536,7270400,14942208
7237632,7274496,10694656
7241728,7278592,13447168
7245824,7282688,18948096
7249920,7286784,24068096
7254016,7290880,17186816
7258112,7294976,13193216
7262208,7299072,14901248
7266304,7303168,13275136
7270400,7307264,24178688
7274496,7311360,16048128
7278592,7315456,10534912
7282688,7319552,12648448
7286784,7323648,23355392
7290880,7327744,19312640
7294976,7331840,15478784
7299072,7335936,18292736
7303168,7340032,12234752
7307264,7344128,11554816
7311360,7348224,12042240
7315456,7352320,18751488
7319552,7356416,11943936
7323648,7360512,15372288
7327744,7364608,24481792
7331840,7368704,13447168
7335936,7372800,18415616
7340032,7376896,21401600
7344128,7380992,13103104
7348224,7385088,21741568
7352320,7389184,15134720
7356416,7393280,13090816
7360512,7397376,11223040
7364608,7401472,15785984
7368704,7405568,15605760
7372800,7409664,24350720
7376896,7413760,11792384
7380992,7417856,19468288
7385088,7421952,30179328
7389184,7426048,24760320
7393280,7430144,17686528
7397376,7434240,16216064
7401472,7438336,19165184
7405568,7442432,21704704
7409664,7446528,27402240
7413760,7450624,19615744
7417856,7454720,16986112
7421952,7458816,15441920
7426048,7462912,16777216
7430144,7467008,16175104
7434240,7471104,19345408
7438336,7475200,21655552
7442432,7479296,15011840
7446528,7483392,24092672
7450624,7487488,16658432
7454720,7491584,11010048
7458816,7495680,18845696
7462912,7499776,13996032
7467008,7503872,10665984
7471104,7507968,29872128
7475200,7512064,14340096
7479296,7516160,27525120
7483392,7520256,17604608
7487488,7524352,25812992
7491584,7528448,24829952
7495680,7532544,17707008
7499776,7536640,14766080
7503872,7540736,20684800
7507968,7544832,25604096
7512064,7548928,18771968
7516160,7553024,24317952
7520256,7557120,13570048
7524352,7561216,23994368
7528448,7565312,23363584
7532544,7569408,20905984
7536640,7573504,18014208
7540736,7577600,17899520
7544832,7581696,13832192
7548928,7585792,12226560
7553024,7589888,15732736
7557120,7593984,15560704
7561216,7598080,18812928
7565312,7602176,13332480
7569408,7606272,14082048
7573504,7610368,12025856
7577600,7614464,16683008
7581696,7618560,17362944
7585792,7622656,15736832
7589888,7626752,15790080
7593984,7630848,32014336
7598080,7634944,14299136
7602176,7639040,17186816
7606272,7643136,16969728
7610368,7647232,22650880
7614464,7651328,12193792
7618560,7655424,23920640
7622656,7659520,15847424
7626752,7663616,18595840
7630848,7667712,16224256
7634944,7671808,17448960
7639040,7675904,20742144
7643136,7680000,25518080
7647232,7684096,23056384
7651328,7688192,14249984
7655424,7692288,17580032
7659520,7696384,18161664
7663616,7700480,23822336
7667712,7704576,14196736
7671808,7708672,15175680
7675904,7712768,39391232
7680000,7716864,25530368
7684096,7720960,12906496
7688192,7725056,11563008
7692288,7729152,28303360
7696384,7733248,16437248
7700480,7737344,15634432
7704576,7741440,24854528
7708672,7745536,11800576
7712768,7749632,14012416
7716864,7753728,14774272
7720960,7757824,13533184
7725056,7761920,30429184
7729152,7766016,18771968
7733248,7770112,28549120
7737344,7774208,14577664
7741440,7778304,21209088
7745536,7782400,16728064
7749632,7786496,19427328
7753728,7790592,26574848
7757824,7794688,21143552
7761920,7798784,14385152
7766016,7802880,13651968
7770112,7806976,15769600
7774208,7811072,18374656
7778304,7815168,20131840
7782400,7819264,13283328
7786496,7823360,27676672
7790592,7827456,14815232
7794688,7831552,16670720
7798784,7835648,13791232
7802880,7839744,12324864
7806976,7843840,25104384
7811072,7847936,32485376
7815168,7852032,15863808
7819264,7856128,15011840
7823360,7860224,17838080
7827456,7864320,14680064
7831552,7868416,12865536
7835648,7872512,14098432
7839744,7876608,17494016
7843840,7880704,18636800
7847936,7884800,13807616
7852032,7888896,24907776
7856128,7892992,15257600
7860224,7897088,16371712
7864320,7901184,21467136
7868416,7905280,17235968
7872512,7909376,12947456
7876608,7913472,15163392
7880704,7917568,19746816
7884800,7921664,20602880
7888896,7925760,14864384
7892992,7929856,27480064
7897088,7933952,21102592
7901184,7938048,22147072
7905280,7942144,13029376
7909376,7946240,13328384
7913472,7950336,34250752
7917568,7954432,12496896
7921664,7958528,17641472
7925760,7962624,21884928
7929856,7966720,19476480
7933952,7970816,16068608
7938048,7974912,12926976
7942144,7979008,17461248
7946240,7983104,13701120
7950336,7987200,16093184
7954432,7991296,20742144
7958528,7995392,14991360
7962624,7999488,16273408
7966720,8003584,13426688
7970816,8007680,15675392
7974912,8011776,31236096
7979008,8015872,15605760
7983104,8019968,24334336
7987200,8024064,16347136
7991296,8028160,19181568
7995392,8032256,11800576
7999488,8036352,12599296
8003584,8040448,15376384
8007680,8044544,24928256
8011776,8048640,32624640
8015872,8052736,20889600
8019968,8056832,21889024
8024064,8060928,19132416
8028160,8065024,19742720
8032256,8069120,12017664
8036352,8073216,20619264
8040448,8077312,18644992
8044544,8081408,22904832
8048640,8085504,21487616
8052736,8089600,17424384
8056832,8093696,14397440
8060928,8097792,23658496
8065024,8101888,16457728
8069120,8105984,20553728
8073216,8110080,29421568
8077312,8114176,14721024
8081408,8118272,20422656
8085504,8122368,26406912
8089600,8126464,18571264
8093696,8130560,20054016
8097792,8134656,12120064
8101888,8138752,11849728
8105984,8142848,34652160
8110080,8146944,26165248
8114176,8151040,13639680
8118272,8155136,15527936
8122368,8159232,15118336
8126464,8163328,13860864
8130560,8167424,14073856
8134656,8171520,13164544
8138752,8175616,17301504
8142848,8179712,16584704
8146944,8183808,21184512
8151040,8187904,17850368
8155136,8192000,17678336
8159232,8196096,11804672
8163328,8200192,17530880
8167424,8204288,21098496
8171520,8208384,21360640
8175616,8212480,12103680
8179712,8216576,17567744
8183808,8220672,20594688
8187904,8224768,11931648
8192000,8228864,19935232
8196096,8232960,17649664
8200192,8237056,21958656
8204288,8241152,11784192
8208384,8245248,19308544
8212480,8249344,15384576
8216576,8253440,17870848
8220672,8257536,19677184
8224768,8261632,20123648
8228864,8265728,19689472
8232960,8269824,19615744
8237056,8273920,26075136
8241152,8278016,12636160
8245248,8282112,15331328
8249344,8286208,25608192
8253440,8290304,23527424
8257536,8294400,21688320
8261632,8298496,30228480
8265728,8302592,16719872
8269824,8306688,29179904
8273920,8310784,14876672
8278016,8314880,17719296
8282112,8318976,15040512
8286208,8323072,24379392
8290304,8327168,19161088
8294400,8331264,18108416
8298496,8335360,18608128
8302592,8339456,13164544
8306688,8343552,15925248
8310784,8347648,40747008
8314880,8351744,12582912
8318976,8355840,32538624
8323072,8359936,20721664
8327168,8364032,19320832
8331264,8368128,13058048
8335360,8372224,19484672
8339456,8376320,22528000
8343552,8380416,17649664
8347648,8384512,18984960
8351744,8388608,14155776
8355840,8392704,27795456
8359936,8396800,13832192
8364032,8400896,18649088
8368128,8404992,14364672
8372224,8409088,11726848
8376320,8413184,23322624
8380416,8417280,18993152
8384512,8421376,16916480
8388608,8425472,17428480
8392704,8429568,15806464
8396800,8433664,16764928
8400896,8437760,18010112
8404992,8441856,17674240
8409088,8445952,15646720
8413184,8450048,17248256
8417280,8454144,19918848
8421376,8458240,23179264
8425472,8462336,23740416
8429568,8466432,18489344
8433664,8470528,19890176
8437760,8474624,12025856
8441856,8478720,22446080
8445952,8482816,17125376
8450048,8486912,16138240
8454144,8491008,11866112
8458240,8495104,19660800
8462336,8499200,13434880
8466432,8503296,21233664
8470528,8507392,18632704
8474624,8511488,41426944
8478720,8515584,17141760
8482816,8519680,19230720
8486912,8523776,12812288
8491008,8527872,16379904
8495104,8531968,11853824
8499200,8536064,17281024
8503296,8540160,26800128
8507392,8544256,15773696
8511488,8548352,23232512
8515584,8552448,30089216
8519680,8556544,16072704
8523776,8560640,23277568
8527872,8564736,15147008
8531968,8568832,23769088
8536064,8572928,20234240
8540160,8577024,20688896
8544256,8581120,25382912
8548352,8585216,17723392
8552448,8589312,23236608
8556544,8593408,20684800
8560640,8597504,19238912
8564736,8601600,18612224
8568832,8605696,20750336
8572928,8609792,16252928
8577024,8613888,20815872
8581120,8617984,11419648
8585216,8622080,18509824
8589312,8626176,20516864
8593408,8630272,28364800
8597504,8634368,20127744
8601600,8638464,21532672
8605696,8642560,20709376
8609792,8646656,18477056
8613888,8650752,14942208
8617984,8654848,15646720
8622080,8658944,15847424
8626176,8663040,23961600
8630272,8667136,21266432
8634368,8671232,19496960
8638464,8675328,19275776
8642560,8679424,25698304
8646656,8683520,21733376
8650752,8687616,30760960
8654848,8691712,20905984
8658944,8695808,13586432
8663040,8699904,21741568
8667136,8704000,22786048
8671232,8708096,20054016
8675328,8712192,15749120
8679424,8716288,16834560
8683520,8720384,14327808
8687616,8724480,15630336
8691712,8728576,13701120
8695808,8732672,23560192
8699904,8736768,20320256
8704000,8740864,18767872
8708096,8744960,17911808
8712192,8749056,26255360
8716288,8753152,22888448
8720384,8757248,17281024
8724480,8761344,35721216
8728576,8765440,21262336
8732672,8769536,14692352
8736768,8773632,14110720
8740864,8777728,14757888
8744960,8781824,17788928
8749056,8785920,30466048
8753152,8790016,17977344
8757248,8794112,15360000
8761344,8798208,13389824
8765440,8802304,15015936
8769536,8806400,12001280
8773632,8810496,14917632
8777728,8814592,28663808
8781824,8818688,18980864
8785920,8822784,17375232
8790016,8826880,17432576
8794112,8830976,13213696
8798208,8835072,22896640
8802304,8839168,33955840
8806400,8843264,20828160
8810496,8847360,17965056
8814592,8851456,19230720
8818688,8855552,13520896
8822784,8859648,21037056
8826880,8863744,14852096
8830976,8867840,12746752
8835072,8871936,26132480
8839168,8876032,14635008
8843264,8880128,36663296
